SKU,Description,Name,Price,Short Description,Image
OA7426-3,"Brite-Dip Anodized Rounded Aluminum Edge Trim to Cover 3/4"" Area with 3/16"" High Retaining Lip

</li><li>3/4"" H x 15/16"" H (.756"" x .944"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #8 Screws","Rounded Edge Trim - Covers 3/4""",9.95,"</li><li>3/4"" H x 15/16"" H (.756"" x .944"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7426_2_10.jpg
OA7426-6,"Brite-Dip Anodized Rounded Aluminum Edge Trim to Cover 3/4"" Area with 3/16"" High Retaining Lip

</li><li>3/4"" H x 15/16"" H (.756"" x .944"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #8 Screws","Rounded Edge Trim - Covers 3/4""",17.42,"</li><li>3/4"" H x 15/16"" H (.756"" x .944"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7426_2_11.jpg
OA7427-3,"Brite-Dip Anodized Rounded Aluminum Edge Trim to Cover 63/64"" Area with 3/16"" High Retaining Lip

</li><li>63/64"" H x 1-11/64"" H (.984"" x 1.172"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #8 Screws","Rounded Edge Trim - Covers 63/64""",13.8,"</li><li>63/64"" H x 1-11/64"" H (.984"" x 1.172"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7427_2_10.jpg
OA7427-6,"Brite-Dip Anodized Rounded Aluminum Edge Trim to Cover 63/64"" Area with 3/16"" High Retaining Lip

</li><li>63/64"" H x 1-11/64"" H (.984"" x 1.172"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #8 Screws","Rounded Edge Trim - Covers 63/64""",24.15,"</li><li>63/64"" H x 1-11/64"" H (.984"" x 1.172"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7427_2_11.jpg
OA7436-3,"Brite-Dip Anodized Aluminum Edge Molding to Cover 3/8"" Area with a 5/32"" Projected Convex Face 

</li><li>3/8"" H x 5/32"" W (.375"" x .156"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #5 Oval Head Screws","Rounded Edge Trim - Covers 3/8""",9.85,"</li><li>3/8"" H x 5/32"" W (.375"" x .156"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7436_2_10.jpg
OA7436-6,"Brite-Dip Anodized Aluminum Edge Molding to Cover 3/8"" Area with a 5/32"" Projected Convex Face 

</li><li>3/8"" H x 5/32"" W (.375"" x .156"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #5 Oval Head Screws","Rounded Edge Trim - Covers 3/8""",17.23,"</li><li>3/8"" H x 5/32"" W (.375"" x .156"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7436_2_11.jpg
OA7437-3,"Brite-Dip Anodized Aluminum Edge Molding to Cover 1/2"" Area with a 3/16"" Projected Convex Face 

</li><li>1/2"" H x 3/16"" W (.500"" x .188"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #5 Oval Head Screws","Rounded Edge Trim - Covers 1/2""",10.73,"</li><li>1/2"" H x 3/16"" W (.500"" x .188"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7437_2_10.jpg
OA7437-6,"Brite-Dip Anodized Aluminum Edge Molding to Cover 1/2"" Area with a 3/16"" Projected Convex Face 

</li><li>1/2"" H x 3/16"" W (.500"" x .188"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #5 Oval Head Screws","Rounded Edge Trim - Covers 1/2""",18.77,"</li><li>1/2"" H x 3/16"" W (.500"" x .188"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7437_2_11.jpg
OA7438-6,"Brite-Dip Anodized Aluminum Edge Molding to Cover 3/4"" Area with a 3/16"" Projected Convex Face 

</li><li>3/4"" H x 3/16"" W (.750"" x .188"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #5 Oval Head Screws","Rounded Edge Trim - Covers 3/4""",19.04,"</li><li>3/4"" H x 3/16"" W (.750"" x .188"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7438_2_11.jpg
OA7439-3,"Brite-Dip Anodized Aluminum Edge Molding to Cover 1"" Area with a 3/16"" Projected Convex Face 

</li><li>1"" H x 3/16"" W (1.000"" x .188"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #5 Oval Head Screws","Rounded Edge Trim - Covers 1""",13.02,"</li><li>1"" H x 3/16"" W (1.000"" x .188"")
</li><li>3 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7439_2_10.jpg
OA7439-6,"Brite-Dip Anodized Aluminum Edge Molding to Cover 1"" Area with a 3/16"" Projected Convex Face 

</li><li>1"" H x 3/16"" W (1.000"" x .188"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched and Countersunk Holes 6"" on Center to Accommodate #5 Oval Head Screws","Rounded Edge Trim - Covers 1""",22.79,"</li><li>1"" H x 3/16"" W (1.000"" x .188"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched and Countersunk",/7/4/7439_2_11.jpg
OA7411-3,"Clear Anodized H Connector Aluminum Trim to fit 9/64"" Material, has Arced Sides for Smooth Transition

</li><li>9/64"" W x 1-3/64"" H (.152"" x 1.046"")
</li><li>3 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Connector - Fits 9/64""",9.12,"</li><li>9/64"" W x 1-3/64"" H (.152"" x 1.046"")
</li><li>3 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7411_2.jpg
OA7411-6,"Clear Anodized H Connector Aluminum Trim to fit 9/64"" Material, has Arced Sides for Smooth Transition

</li><li>9/64"" W x 1-3/64"" H (.152"" x 1.046"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Connector - Fits 9/64""",15.92,"</li><li>9/64"" W x 1-3/64"" H (.152"" x 1.046"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7411_3.jpg
OA7412-3,"Clear Anodized H Connector Aluminum Trim to fit 1/4"" Material, has Arced Sides for Smooth Transition

</li><li>1/4"" W x 1-3/64"" H (.270"" x 1.046"")
</li><li>3 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Connector - Fits 1/4""",11.31,"</li><li>1/4"" W x 1-3/64"" H (.270"" x 1.046"")
</li><li>3 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7412_2.jpg
OA7412-6,"Clear Anodized H Connector Aluminum Trim to fit 1/4"" Material, has Arced Sides for Smooth Transition

</li><li>1/4"" W x 1-3/64"" H (.270"" x 1.046"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Connector - Fits 1/4""",19.79,"</li><li>1/4"" W x 1-3/64"" H (.270"" x 1.046"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7412_3.jpg
OA7541,"Aluminum Bar, 2 mm x 10 mm Flat Bar

</li><li>2 mm x 10 mm (.079"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 10 mm x 2 mm  ,1.79,"</li><li>2 mm x 10 mm (.079"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7526-a_1_1_1.jpg
OA7540,"Aluminum Bar, 2 mm x 15 mm Flat Bar

</li><li>2 mm x 15 mm (.079"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 15 mm x 2 mm  ,2.68,"</li><li>2 mm x 15 mm (.079"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7540-a.jpg
OA7539,"Aluminum Bar, 2 mm x 20 mm Flat Bar

</li><li>2 mm x 20 mm (.079"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 20 mm x 2 mm  ,3.57,"</li><li>2 mm x 20 mm (.079"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7539-mp.jpg
OA7538,"Aluminum Bar, 2 mm x 25 mm Flat Bar

</li><li>2 mm x 25 mm (.079"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 25 mm x 2 mm  ,4.46,"</li><li>2 mm x 25 mm (.079"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7538.jpg
OA9193,"<ul><li>30 mm x 2 mm (1.181"" x 0.079"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 2 mm ,5.36,"<ul><li>30 mm x 2 mm (1.181"" x 0.079"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9193.jpg
OA9194,"<ul><li>40 mm x 2 mm (1.575"" x 0.079"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm x 2 mm ,7.14,"<ul><li>40 mm x 2 mm (1.575"" x 0.079"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9194.jpg
OA9195,"<ul><li>50 mm x 2 mm (1.969"" x 0.079"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 2 mm  ,8.93,"<ul><li>50 mm x 2 mm (1.969"" x 0.079"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9195.jpg
OA9196,"<ul><li>5 mm x 3 mm (0.197"" x 0.118"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 5 mm x 3 mm ,1.34,"<ul><li>5 mm x 3 mm (0.197"" x 0.118"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9196.jpg
OA7536,"Aluminum Bar, 3 mm x 15 mm Flat Bar

</li><li>3 mm x 15 mm (.118"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 15 mm x 3 mm  ,4.02,"</li><li>3 mm x 15 mm (.118"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7536-mp.jpg
OA7535,"Aluminum Bar, 3 mm x 20 mm Flat Bar

</li><li>3 mm x 20 mm (.118"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 20 mm x 3 mm ,5.36,"</li><li>3 mm x 20 mm (.118"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7535.jpg
OA7534,"Aluminum Bar, 3 mm x 25 mm Flat Bar

</li><li>3 mm x 25 mm (.118"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 25 mm x 3 mm  ,6.7,"</li><li>3 mm x 25 mm (.118"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7534.jpg
OA9197,"<ul><li>30 mm x 3 mm (1.181"" x 0.118"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 3 mm ,8.04,"<ul><li>30 mm x 3 mm (1.181"" x 0.118"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9197.jpg
OA9198,"<ul><li>40 mm x 3 mm (1.575"" x 0.118"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm x 3 mm  ,10.71,"<ul><li>40 mm x 3 mm (1.575"" x 0.118"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9198-a.jpg
OA9199,"<ul><li>50 mm x 3 mm (1.969"" x 0.118"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 3 mm ,13.39,"<ul><li>50 mm x 3 mm (1.969"" x 0.118"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9199.jpg
OA9200,"<ul><li>5 mm x 4 mm (0.197"" x 0.157"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 5 mm x 4 mm ,1.79,"<ul><li>5 mm x 4 mm (0.197"" x 0.157"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9200.jpg
OA7533,"Aluminum Bar, 4 mm x 10 mm Flat Bar

</li><li>4 mm x 10 mm (.158"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 10 mm x 4 mm ,3.57,"</li><li>4 mm x 10 mm (.158"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>606-T6",/7/5/7533-mp.jpg
OA7532,"Aluminum Bar, 4 mm x 15 mm Flat Bar

</li><li>4 mm x 15 mm (.158"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 15 mm x 4 mm  ,5.36,"</li><li>4 mm x 15 mm (.158"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7532-mp.jpg
OA7531,"Aluminum Bar, 4 mm x 20 mm Flat Bar

</li><li>4 mm x 20 mm (.158"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 20 mm x 4 mm  ,7.14,"</li><li>4 mm x 20 mm (.158"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7531-mp.jpg
OA7530,"Aluminum Bar, 4 mm x 25 mm Flat Bar

</li><li>4 mm x 25 mm (.158"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 25 mm x 4 mm  ,8.93,"</li><li>4 mm x 25 mm (.158"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7530-mp.jpg
OA9201,"<ul><li>30 mm x 4 mm (1.181"" x 0.157"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 4 mm ,10.71,"<ul><li>30 mm x 4 mm (1.181"" x 0.157"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9201.jpg
OA9202,"<ul><li>40 mm x 4 mm (1.575"" x 0.157"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm x 4 mm  ,14.28,"<ul><li>40 mm x 4 mm (1.575"" x 0.157"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9202.jpg
OA9203,"<ul><li>50 mm x 4 mm (1.969"" x 0.157"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 4 mm  ,17.86,"<ul><li>50 mm x 4 mm (1.969"" x 0.157"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9203.jpg
OA7529,"Aluminum Bar, 5 mm x 10 mm Flat Bar

</li><li>5 mm x 10 mm (.197"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 10 mm x 5 mm  ,4.46,"</li><li>5 mm x 10 mm (.197"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7529-mp.jpg
OA7528,"Aluminum Bar, 5 mm x 15 mm Flat Bar

</li><li>5 mm x 15 mm (.197"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 15 mm x 5 mm  ,6.7,"</li><li>5 mm x 15 mm (.197"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7528-mp_1.jpg
OA7527,"Aluminum Bar, 5 mm x 20 mm Flat Bar

</li><li>5 mm x 20 mm (.197"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 20 mm x 5 mm ,8.93,"</li><li>5 mm x 20 mm (.197"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7527_2.jpg
OA7526,"Aluminum Bar, 5 mm x 25 mm Flat Bar

</li><li>5 mm x 25 mm (.197"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 25 mm x 5 mm  ,11.16,"</li><li>5 mm x 25 mm (.197"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7526.jpg
